Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Shandong,Qingdao,Qingdao_Station_9,44.374801,119.331646,2023-07-15,11.74,7.48,9.09,544.94,1.95,1.87,0.01977718895799078,0.527393089941395,0.09579096465949348,3.45,19.69,2.61,2.850057117502654,17.094329833984375,0.09872817993164062,95,75.96,Excellent
Sichuan,Mianyang,Mianyang_Station_7,32.791686,113.544652,2023-07-24,24.57,6.51,11.23,403.51,3.23,1.18,0.01863171332329641,0.5298853274111801,0.09789636447741272,3.36,36.99,4.46,4.995147311805996,0.274139404296875,0.0139312744140625,96,52.4,Poor
Zhejiang,Ningbo,Ningbo_Station_5,26.287006,110.327403,2023-07-17,25.61,7.11,7.35,526.88,6.26,1.12,0.020244708365634433,0.5410644360478499,0.10295775336539154,2.36,16.26,5.04,6.518833503249296,0.528900146484375,0.13122844696044922,95,0.9,Poor
Shanghai,Shanghai,Shanghai_Station_1,27.51316,116.746318,2023-01-17,17.34,6.81,5.75,537.8,3.76,1.18,0.02038816222779652,0.48197770740780027,0.1045829524536237,2.24,8.96,5.84,5.3792513123654055,0.3648681640625,0.0831761360168457,102,44.25,Moderate
Hubei,Wuhan,Wuhan_Station_1,27.297494,120.873175,2023-07-23,19.56,8.11,9.61,719.04,6.73,2.15,0.019053856666660013,0.5020953940156249,0.11323044766840924,2.03,12.46,4.46,7.956416312522181,0.5472564697265625,0.07096576690673828,98,9.03,Poor
Shandong,Qingdao,Qingdao_Station_7,39.600054,103.408847,2023-07-14,15.49,8.35,8.48,414.9,6.7,2.14,0.023204820814250043,0.5065021707321405,0.10380408850064742,2.79,23.69,3.77,2.6608387077579363,0.80908203125,0.008584976196289062,102,50.99,Very Poor
Yunnan,Kunming,Kunming_Station_6,25.300814,115.106058,2023-05-26,19.2,6.88,8.11,487.51,9.5,2.37,0.01837643015125332,0.511508022419926,0.1072144326004455,2.76,24.05,4.72,4.397937488709446,0.4505615234375,0.15881681442260742,101,32.17,Excellent
Shanghai,Shanghai,Shanghai_Station_1,21.094168,109.01962,2023-05-30,18.12,7.16,9.17,628.41,2.63,2.31,0.020826348784529564,0.48419786121917374,0.11445899805792081,2.61,21.06,2.61,4.436447413563881,0.646697998046875,0.04319000244140625,116,20.77,Moderate
Shanghai,Shanghai,Shanghai_Station_1,27.62315,116.857076,2023-04-22,24.39,7.18,9.14,538.29,3.85,1.71,0.02056807244659263,0.48102380324685695,0.10428520824641636,3.39,20.1,3.54,2.8851135923680116,0.6717758178710938,0.01928567886352539,115,65.36,Poor
Shandong,Jinan,Jinan_Station_8,30.859748,122.444393,2023-08-09,20.46,7.62,8.25,354.18,4.05,1.59,0.018903978452307294,0.4777066401005281,0.09511836622795293,2.97,22.76,4.81,6.619682995268336,0.603973388671875,0.013475418090820312,115,94.51,Moderate
Guangdong,Shenzhen,Shenzhen_Station_9,41.399358,102.652999,2023-06-13,21.17,7.58,9.25,483.07,2.83,0.85,0.023743178512419284,0.5203409512254711,0.10892382508989264,4.06,13.38,4.82,3.3015085027407935,0.401275634765625,0.07483482360839844,89,77.18,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_2,33.448941,115.616544,2023-04-22,21.44,7.47,6.8,413.12,3.23,1.78,0.020709422079611666,0.5537774268988774,0.108194795211974,3.41,15.36,4.21,4.491405340948225,0.8593902587890625,0.09012413024902344,96,44.31,Moderate
Jiangsu,Suzhou,Suzhou_Station_8,27.61351,102.950064,2023-05-03,20.94,6.57,9.33,720.96,5.43,2.07,0.020640888281567057,0.5359749835793856,0.10430296943314643,3.39,14.39,4.05,2.044562943273385,0.5746917724609375,0.13077926635742188,97,45.57,Poor
Shanghai,Shanghai,Shanghai_Station_7,35.262954,122.495594,2023-05-15,22.29,6.45,9.98,461.89,7.06,1.21,0.01970851684651248,0.5276814699618156,0.09321320094910787,2.23,19.62,3.53,3.951690129356138,0.3646240234375,0.1357736587524414,101,57.96,Good
Sichuan,Chengdu,Chengdu_Station_2,44.571123,113.476911,2023-07-12,18.39,6.98,11.83,367.52,4.08,1.51,0.019098420668644284,0.49585845770797415,0.10388339763754913,2.61,26.06,3.9,4.989470498945513,0.84716796875,0.056118011474609375,91,63.08,Good
Henan,Zhengzhou,Zhengzhou_Station_3,40.361534,112.571695,2023-09-09,11.1,7.53,13.01,454.84,3.2,1.7,0.022382855134478824,0.4807859454251595,0.10051464743669357,3.39,23.3,4.85,4.81881863653024,0.71173095703125,0.15030479431152344,83,0.88,Excellent
Jiangsu,Suzhou,Suzhou_Station_2,39.357812,123.995079,2023-06-23,15.36,7.64,6.73,612.88,8.56,1.92,0.01934349316454173,0.5080196152524181,0.09599118575775069,3.61,16.49,3.73,3.3119034034238206,0.43426513671875,0.06241607666015625,96,59.59,Excellent
Sichuan,Mianyang,Mianyang_Station_8,21.439826,109.489171,2023-05-17,26.33,7.35,9.28,669.76,11.02,1.52,0.020375586230174342,0.47312539889491606,0.11366429366756343,3.2,16.33,3.54,4.998462258992538,0.214813232421875,0.10794353485107422,86,25.54,Excellent
Sichuan,Mianyang,Mianyang_Station_6,33.511383,112.840093,2023-05-26,22.63,7.0,9.89,518.13,5.26,2.58,0.017990832053110528,0.528791708403842,0.09544107417524243,2.65,18.04,4.27,7.259108789245026,0.5024566650390625,0.06876087188720703,96,79.36,Moderate
Shandong,Qingdao,Qingdao_Station_1,30.493953,102.967285,2023-11-03,22.23,6.14,6.56,541.14,8.41,2.27,0.02179286932635769,0.5170134530303526,0.09984120356527901,2.57,20.07,4.16,7.7721144102183795,0.382080078125,0.0899810791015625,104,28.09,Very Poor
Jiangsu,Suzhou,Suzhou_Station_4,27.562595,115.976247,2023-10-29,18.67,7.28,11.73,285.86,0.53,1.91,0.0208963515656232,0.47992852558806876,0.10689971918627948,3.17,32.53,3.68,5.261092511391836,0.6839981079101562,0.0690455436706543,83,9.19,Good
Yunnan,Dali,Dali_Station_7,22.214338,116.304186,2023-11-26,17.82,7.52,5.86,534.54,0.34,1.8,0.01954662049773899,0.5213479050207209,0.09412476638523705,3.68,22.07,5.12,8.394105813541,0.3530006408691406,0.0,97,23.0,Moderate
Shanghai,Shanghai,Shanghai_Station_7,35.675807,104.214345,2023-11-25,21.09,6.92,7.98,402.2,4.7,2.48,0.019596760523115157,0.5118134902537458,0.10587612568509136,3.27,17.67,5.71,1.3990973011011645,0.28900146484375,0.07427406311035156,109,19.2,Moderate
Guangdong,Guangzhou,Guangzhou_Station_6,27.00076,117.789517,2023-09-05,27.58,7.57,5.78,383.22,2.07,1.8,0.018992322598878217,0.4934682561272793,0.10554386767063703,2.86,25.26,4.51,8.548689522131868,0.41222381591796875,0.1382613182067871,101,35.39,Good
Henan,Luoyang,Luoyang_Station_9,26.783377,115.791355,2023-05-04,21.23,6.44,5.82,556.15,2.48,2.6,0.019478475342626925,0.49215488200013596,0.10757477354119645,2.85,28.43,5.78,6.429425147316797,0.6833724975585938,0.11016416549682617,96,21.38,Very Poor
Zhejiang,Ningbo,Ningbo_Station_9,26.762401,112.633311,2023-02-26,21.92,7.4,10.24,656.96,9.46,2.55,0.021142465617160062,0.5150480679444936,0.11329733989294814,2.47,24.32,5.28,10.021305476323862,0.5258560180664062,0.051329612731933594,94,94.87,Good
Henan,Zhengzhou,Zhengzhou_Station_8,26.993748,120.978937,2023-09-11,24.36,7.16,5.76,638.01,3.59,2.11,0.019319817515936116,0.5013444745835994,0.113189020127968,3.11,22.78,3.84,6.279166038247399,0.5249557495117188,0.10724020004272461,99,56.65,Moderate
Henan,Zhengzhou,Zhengzhou_Station_7,40.207678,123.078582,2023-10-26,19.48,6.41,11.18,441.23,8.02,2.07,0.01953684619168431,0.49214759053247176,0.10225349846291101,3.2,27.23,4.47,5.145196930948669,0.343719482421875,0.167022705078125,106,38.64,Poor
Hubei,Yichang,Yichang_Station_9,33.915231,114.974281,2023-04-10,14.16,6.84,10.22,556.66,22.2,2.54,0.019697691949795353,0.5537003037343984,0.1054192519380177,3.06,9.5,2.28,5.390153495320389,0.476531982421875,0.1394796371459961,76,53.11,Excellent
Sichuan,Chengdu,Chengdu_Station_6,22.560278,123.773275,2023-09-02,12.15,6.68,8.41,476.07,27.79,1.47,0.021894221760317967,0.48750565175886934,0.10981664318181858,3.41,18.92,2.26,9.09139752971398,0.58056640625,0.10417747497558594,109,33.23,Moderate
Hubei,Yichang,Yichang_Station_5,36.637125,110.357992,2023-11-06,10.23,6.84,9.76,554.06,6.57,2.17,0.01891813750125117,0.4907545000899596,0.10086705557688515,3.08,18.87,2.16,5.4550634034185155,0.7634735107421875,0.17044639587402344,91,43.36,Poor
Hubei,Wuhan,Wuhan_Station_9,36.956824,112.307471,2023-08-07,25.08,7.09,8.1,577.98,7.01,2.8,0.01820173915916937,0.49384695782241883,0.09377585152791384,3.39,22.57,2.88,0.5788170986326003,0.5802459716796875,0.1310863494873047,94,67.89,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_1,23.489037,105.857637,2023-01-16,13.98,7.11,9.26,470.09,5.83,1.82,0.020596608423417567,0.4847205324956053,0.10221810617950079,2.2,26.6,5.19,3.806273665356501,0.6070404052734375,0.09124183654785156,89,67.21,Moderate
Sichuan,Mianyang,Mianyang_Station_7,26.392474,109.076795,2023-08-14,15.92,6.42,8.99,563.51,2.0,1.64,0.019428378250705362,0.5451782489254334,0.09985898464556452,3.1,20.47,4.36,5.117785113173169,0.95880126953125,0.16347789764404297,116,58.38,Moderate
Sichuan,Mianyang,Mianyang_Station_5,36.652918,119.796111,2023-12-09,21.33,6.68,9.77,363.38,4.68,1.8,0.017971322977830734,0.4917166903586372,0.10529696097431859,3.37,17.43,3.86,0.7848377592980403,0.804840087890625,0.015801429748535156,117,22.83,Excellent
Beijing,Beijing,Beijing_Station_7,36.14767,114.339213,2023-08-20,19.65,6.86,8.87,425.85,5.41,1.79,0.01866858867341001,0.5105000747270603,0.10222829986726018,2.64,19.51,5.42,3.7353765921676265,0.4583282470703125,0.1388702392578125,98,94.28,Poor
Guangdong,Guangzhou,Guangzhou_Station_8,34.925056,113.195313,2023-05-29,17.87,6.17,8.94,627.19,0.59,1.42,0.017639406549957607,0.5255240782416132,0.09758176187788072,2.95,25.26,3.07,3.2838753986190823,0.4869537353515625,0.09822750091552734,98,77.33,Excellent
Hubei,Wuhan,Wuhan_Station_6,35.338419,103.387156,2023-02-04,9.22,6.81,9.96,461.31,4.03,2.28,0.01905550650002825,0.5008312371456842,0.10171756515149535,3.41,18.71,3.05,2.9057906513479432,0.689178466796875,0.019128799438476562,98,89.49,Good
Guangdong,Guangzhou,Guangzhou_Station_7,41.008298,123.674345,2023-08-27,14.71,7.31,7.77,521.42,0.81,2.07,0.019431180314804994,0.5081694441613842,0.10465576137706831,3.6,21.99,3.21,6.747823043571973,0.3565673828125,0.0002002716064453125,106,31.79,Excellent
Hubei,Wuhan,Wuhan_Station_9,22.825739,101.663706,2023-05-07,28.42,7.2,5.82,487.61,5.46,1.83,0.019273442752285895,0.5237852943720391,0.10655736734379481,3.22,16.25,0.86,6.379052963854516,0.648712158203125,0.1737651824951172,99,94.71,Poor
Shanghai,Shanghai,Shanghai_Station_6,41.593844,113.549213,2023-05-28,27.08,7.92,7.71,534.74,2.92,1.62,0.021645363072417358,0.4797911671602843,0.0995971178412282,3.14,18.73,2.36,1.8576937887059923,0.44622802734375,0.03895759582519531,113,95.16,Excellent
Zhejiang,Ningbo,Ningbo_Station_6,29.903952,111.230916,2023-02-25,21.28,6.89,9.33,345.49,8.03,2.07,0.01998378680408198,0.5200280913610174,0.10547701020733592,3.76,17.9,2.66,3.647892423667627,0.401458740234375,0.18088531494140625,117,24.19,Excellent
Beijing,Beijing,Beijing_Station_2,41.972019,120.73556,2023-10-31,18.46,7.68,7.8,582.64,6.82,1.23,0.02246004355540571,0.4701543933007149,0.10417851209603707,3.29,27.12,2.88,6.7026487732197335,0.422149658203125,0.09778404235839844,97,16.98,Moderate
Guangdong,Shenzhen,Shenzhen_Station_8,41.966832,122.293322,2023-03-06,25.84,7.79,6.63,580.12,7.21,1.44,0.0211003438131419,0.4699874565487631,0.10932322853616215,3.51,19.37,5.17,4.4194737693262,0.223541259765625,0.11793899536132812,102,39.86,Poor
Guangdong,Guangzhou,Guangzhou_Station_9,38.190353,105.636566,2023-10-02,18.93,6.51,4.6,426.53,12.99,2.67,0.021618338283237407,0.5293340349966883,0.09672716241840555,3.64,20.58,3.22,4.632798024024061,0.266082763671875,0.09678268432617188,99,50.78,Excellent
Shanghai,Shanghai,Shanghai_Station_8,34.279236,116.764172,2023-09-14,23.87,7.0,8.43,529.57,1.76,1.25,0.021089239644312006,0.549296595117995,0.11358712760057937,2.86,19.75,3.78,5.4664744677754635,0.4514617919921875,0.09628963470458984,97,10.07,Moderate
Beijing,Beijing,Beijing_Station_5,29.111398,121.293386,2023-12-18,11.28,6.65,7.63,488.5,4.93,2.63,0.018686286973008937,0.4954273969419585,0.10627356839641285,3.88,17.11,4.41,2.5127047310938497,0.3286895751953125,0.1609816551208496,111,38.91,Good
Guangdong,Shenzhen,Shenzhen_Station_1,26.572098,122.986119,2023-02-28,30.27,7.77,7.33,384.54,2.1,2.71,0.019134631753370986,0.4798885091849844,0.10664341183474249,2.66,11.68,4.23,7.850622539269579,0.33916473388671875,0.09592247009277344,97,99.93,Excellent
Hubei,Yichang,Yichang_Station_2,36.423077,116.334561,2023-08-11,23.49,6.83,5.69,628.12,3.92,1.77,0.020335344966974665,0.5065119237915909,0.11133536199844493,3.53,21.48,5.42,3.4537366378377405,0.2244110107421875,0.1704120635986328,88,85.46,Poor
Shandong,Jinan,Jinan_Station_1,38.309731,100.484155,2023-07-24,27.66,7.21,11.7,554.0,17.77,1.86,0.01698649985062169,0.4945045883854867,0.10562848336783963,3.42,22.61,4.19,4.574731673520487,0.0,0.05061531066894531,98,94.51,Poor
Sichuan,Chengdu,Chengdu_Station_1,29.393636,117.460405,2023-09-01,23.03,7.03,9.14,418.56,8.36,2.48,0.023671236434012262,0.47597288740956206,0.10216229869556666,2.93,20.57,3.72,7.1893655123573845,0.6010665893554688,0.07935810089111328,98,26.34,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_5,21.770348,111.452418,2023-10-30,19.99,6.91,8.5,460.88,1.62,1.58,0.020342487586807897,0.4765838749625667,0.10698729362719772,3.21,15.13,4.24,6.085044704643937,0.5226058959960938,0.100860595703125,92,71.51,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_9,41.598121,111.897156,2023-02-18,26.99,7.6,6.92,489.8,7.67,1.85,0.022799014360144393,0.5079954026818759,0.10833065456684243,3.35,18.06,4.07,7.374291723700211,0.43548583984375,0.08057785034179688,105,83.65,Good
Beijing,Beijing,Beijing_Station_8,38.1913,106.531291,2023-03-05,26.29,6.73,5.95,454.19,0.17,2.4,0.021262368307774508,0.5141340695605604,0.09767855013741675,2.67,25.33,4.16,2.874324026140042,0.483428955078125,0.09049606323242188,77,7.14,Very Poor
Hubei,Yichang,Yichang_Station_4,20.866558,121.769458,2023-10-24,19.55,7.81,6.12,319.17,13.22,2.13,0.020945983804000326,0.4341822023390092,0.10903066836136928,3.73,12.38,3.66,9.856748188191576,0.5389022827148438,0.09918451309204102,110,72.73,Moderate
Shanghai,Shanghai,Shanghai_Station_7,24.316223,120.559071,2023-02-17,17.55,6.86,5.76,329.52,0.08,1.75,0.023351884723044402,0.49907461266372616,0.10936041682852857,3.27,20.65,4.77,4.253122234438727,0.5924148559570312,0.1284174919128418,96,83.31,Poor
Hubei,Wuhan,Wuhan_Station_3,33.581787,123.480286,2023-09-26,15.5,6.79,8.57,481.14,0.19,1.65,0.019536999773203566,0.5020806445771263,0.10099816179867908,2.72,17.67,4.02,1.6578453202567272,0.3618927001953125,0.10348701477050781,107,65.35,Very Poor
Hubei,Wuhan,Wuhan_Station_4,44.587988,108.687208,2023-05-24,22.68,6.16,6.32,378.73,3.12,1.51,0.018465847274606522,0.4896241541301396,0.09645866993154976,3.24,20.73,5.06,5.406967249556361,0.566436767578125,0.05973625183105469,97,40.28,Good
Guangdong,Shenzhen,Shenzhen_Station_3,37.083341,124.85832,2023-11-14,21.1,6.76,6.33,390.41,0.65,1.99,0.02050413535927689,0.4866724132761177,0.09630894584958044,2.36,18.13,3.44,5.485422184421402,0.5737457275390625,0.06327056884765625,91,47.52,Very Poor
Zhejiang,Ningbo,Ningbo_Station_10,37.772138,124.980404,2023-04-15,28.94,6.78,10.99,627.84,6.26,1.49,0.020460027028817,0.48423841670118134,0.09426090071612092,3.04,14.96,4.43,6.311033616808494,0.40118408203125,0.028543472290039062,100,83.91,Very Poor
Shandong,Qingdao,Qingdao_Station_6,39.22863,113.857413,2023-03-18,20.1,7.45,6.66,533.65,4.17,1.79,0.02035189659393397,0.47802117288579765,0.0997058774847251,2.86,17.89,3.26,3.982329229596349,0.736663818359375,0.11057281494140625,105,56.16,Excellent
Beijing,Beijing,Beijing_Station_5,25.846289,121.686765,2023-09-13,24.98,7.47,9.66,537.28,10.21,1.17,0.020930985670891824,0.4993680012779851,0.11026844087825638,2.94,13.31,3.67,5.757563178969739,0.2977142333984375,0.09867715835571289,97,36.36,Very Poor
Zhejiang,Hangzhou,Hangzhou_Station_8,26.30565,118.880292,2023-04-01,17.76,6.8,8.19,338.53,4.22,2.36,0.018967060784585724,0.501774318499279,0.10944312514008915,2.61,29.65,4.57,6.094723260451101,0.3266334533691406,0.03616476058959961,119,4.22,Good
Guangdong,Guangzhou,Guangzhou_Station_8,32.57124,100.327836,2023-07-01,26.96,6.89,8.07,502.12,3.81,2.1,0.02115709074070245,0.5006020237721365,0.10556125680642328,3.46,21.12,3.43,6.861038017727495,0.610260009765625,0.1834888458251953,86,35.68,Very Poor
Zhejiang,Hangzhou,Hangzhou_Station_10,40.063499,107.056275,2023-10-03,23.3,7.37,7.21,530.9,0.42,2.02,0.022203729571916374,0.48789952309762485,0.10679615497110519,3.56,22.14,5.91,3.1546426485732457,0.499664306640625,0.15997314453125,91,0.02,Poor
Hubei,Wuhan,Wuhan_Station_7,23.834514,105.916399,2023-08-24,17.05,7.17,6.38,397.43,4.11,2.82,0.0208156044122083,0.48878829826838577,0.10165252451338506,2.81,19.11,4.31,6.370782712253754,0.842681884765625,0.07086563110351562,108,47.79,Poor
Beijing,Beijing,Beijing_Station_7,20.272452,124.209624,2023-07-23,18.91,6.98,8.34,570.18,1.14,2.17,0.020468696258520627,0.45701100615761997,0.10206097830317247,2.99,17.99,4.78,2.9396985246392244,0.355560302734375,0.10658836364746094,89,18.56,Poor
Yunnan,Kunming,Kunming_Station_2,21.930016,107.643782,2023-01-23,18.05,7.68,7.93,409.27,0.48,1.82,0.018815085794928604,0.48782225900792153,0.1115757501947746,3.18,11.45,4.88,5.892970089797226,0.580352783203125,0.13939666748046875,124,91.38,Good
Shanghai,Shanghai,Shanghai_Station_7,40.487333,113.422893,2023-10-18,15.11,6.69,4.04,702.68,10.51,1.87,0.021683241925782543,0.47523658299155236,0.10042580800175176,2.51,12.16,2.94,5.673871457817393,0.47430419921875,0.1627941131591797,117,27.5,Excellent
Beijing,Beijing,Beijing_Station_7,30.161484,101.959771,2023-05-11,15.14,7.04,10.87,326.06,1.61,2.26,0.021618094770274397,0.5293401927964824,0.1001443052078785,3.55,13.44,3.87,4.778257697250464,0.554656982421875,0.1824779510498047,118,86.98,Good
Shandong,Jinan,Jinan_Station_2,20.015797,107.304326,2023-03-05,21.91,6.98,7.81,525.89,10.85,1.8,0.023662129767280986,0.5641521891359046,0.11400917016773049,2.82,21.84,3.84,3.6312438755784697,0.75897216796875,0.10921859741210938,80,56.52,Poor
Sichuan,Mianyang,Mianyang_Station_1,25.313151,103.042884,2023-07-03,10.71,6.75,3.75,503.16,7.07,2.52,0.021410288995761532,0.5195516932760307,0.10176153329343654,3.09,25.76,4.52,2.2747891441596186,0.7214813232421875,0.08015823364257812,99,9.55,Poor
Hubei,Wuhan,Wuhan_Station_7,42.184565,106.086384,2023-11-22,21.05,6.98,7.13,539.25,1.63,2.59,0.021202613198680824,0.4735543811527016,0.10804163259717459,3.69,20.22,2.97,4.57771892283523,0.650390625,0.10015869140625,109,64.68,Poor
Shandong,Jinan,Jinan_Station_4,22.150979,114.271515,2023-01-23,19.39,7.36,7.19,582.91,3.12,1.45,0.019219265973740893,0.5144541948694045,0.09731026937220633,2.9,21.24,3.58,5.269779347157059,0.587860107421875,0.1693568229675293,104,21.1,Moderate
Shandong,Qingdao,Qingdao_Station_8,34.154326,121.831244,2023-08-20,19.0,6.8,10.06,698.25,4.74,1.14,0.01955214945412182,0.5135291033661704,0.09500680359573838,3.18,25.25,3.53,3.9408583853806665,0.5990142822265625,0.13113880157470703,105,26.2,Moderate
Hubei,Wuhan,Wuhan_Station_10,30.707868,120.085105,2023-12-15,24.1,6.77,6.4,601.85,2.78,1.99,0.020173432733204374,0.49493258296702514,0.10005627058542393,2.97,15.95,4.59,6.165014879469792,0.3466949462890625,0.16211318969726562,99,97.39,Good
Henan,Zhengzhou,Zhengzhou_Station_8,42.386162,118.545266,2023-07-19,22.78,6.89,7.14,700.85,4.75,1.53,0.02181626251133687,0.5221650733465126,0.09390942041241684,2.57,21.15,4.31,6.886293992125334,0.490753173828125,0.10931968688964844,89,64.85,Poor
Jiangsu,Suzhou,Suzhou_Station_6,25.085872,123.976821,2023-03-14,18.12,6.72,7.02,225.47,0.74,2.47,0.01977471179239449,0.503749869389304,0.10306704616167202,2.81,14.77,4.79,9.324793919288965,0.362152099609375,0.0448150634765625,103,75.32,Good
Henan,Zhengzhou,Zhengzhou_Station_7,20.295593,102.082323,2023-07-27,9.7,7.4,9.75,468.82,0.2,1.92,0.02080456795950514,0.5161813104742924,0.09536021016785982,2.84,17.25,4.12,6.5862123891446345,0.34033203125,0.09144020080566406,106,61.4,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_3,40.019073,102.373415,2023-08-05,5.99,7.22,5.15,549.91,14.17,1.15,0.022445863647089236,0.49490566185759927,0.10737607808157343,2.75,15.9,2.83,6.699579709935787,0.448272705078125,0.11817741394042969,108,1.26,Good
Guangdong,Guangzhou,Guangzhou_Station_2,34.191007,124.119618,2023-07-23,20.91,7.45,5.55,432.01,4.8,2.13,0.01950036252960611,0.4975754514767495,0.10678139393804377,2.67,21.51,3.45,4.108032233862922,0.7706298828125,0.09975337982177734,100,8.24,Good
Henan,Luoyang,Luoyang_Station_3,24.692542,100.093185,2023-12-08,11.49,7.19,8.53,506.37,0.59,1.93,0.021042953456065966,0.48783717646467784,0.11263925923963511,2.92,18.9,4.03,5.1428804389907565,0.672119140625,0.13466453552246094,101,59.58,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_10,31.367109,109.09416,2023-10-18,23.03,6.08,10.61,513.52,20.01,2.73,0.02152412948071083,0.49932574358043846,0.0941565183305004,2.8,19.43,5.29,1.928891418263711,0.3223419189453125,0.16263771057128906,97,60.15,Good
Shanghai,Shanghai,Shanghai_Station_8,30.728709,123.679114,2023-04-27,14.87,7.79,8.57,499.29,1.2,1.17,0.019121764148122364,0.4582449721862625,0.09764949363286221,2.77,18.84,3.97,4.543311836416332,0.5316619873046875,0.09917831420898438,99,89.12,Excellent
Shandong,Qingdao,Qingdao_Station_10,35.777746,124.808935,2023-05-05,32.65,6.89,7.54,420.3,14.43,1.12,0.02019842371952843,0.4852477693392507,0.10539454713767923,3.02,11.09,4.77,7.766215530839989,0.271270751953125,0.1684589385986328,94,21.55,Poor
Sichuan,Chengdu,Chengdu_Station_1,22.270374,116.570074,2023-02-15,13.58,6.83,8.91,493.38,0.76,1.34,0.019707109335739006,0.5196907428404052,0.09386445918340502,3.23,13.86,3.88,5.639171127990446,0.7798500061035156,0.09977197647094727,88,32.36,Poor
Jiangsu,Suzhou,Suzhou_Station_3,31.162062,118.514325,2023-07-06,26.35,6.38,10.72,485.64,0.85,2.28,0.022725285419022363,0.4954780743800234,0.10190969388386016,3.21,10.03,4.59,3.769643141337444,0.4001922607421875,0.11900711059570312,99,33.73,Good
Shanghai,Shanghai,Shanghai_Station_4,21.900239,117.408752,2023-12-29,17.58,7.07,5.85,533.66,8.88,1.33,0.01989012491017678,0.5090164829445262,0.09328403306437341,3.24,18.74,4.23,8.722323617244951,0.43727874755859375,0.1335458755493164,102,48.96,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_4,32.004177,115.456399,2023-11-01,12.88,6.89,7.4,658.74,15.91,2.43,0.02164228685529866,0.5162320365239234,0.10634658353166103,3.07,20.75,5.2,1.595071757197954,0.5237884521484375,0.03959465026855469,91,52.81,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_2,25.628556,123.18515,2023-11-06,12.18,6.7,9.65,533.53,1.2,2.71,0.02000052313094972,0.49280333147874406,0.10521629017472103,2.43,18.92,5.97,4.473029490987089,0.44957733154296875,0.15751028060913086,103,64.59,Good
Shandong,Jinan,Jinan_Station_6,27.724291,110.308763,2023-04-17,20.79,7.49,3.86,479.51,1.0,2.33,0.01916309539855972,0.539513548571433,0.10340127391205865,2.78,18.42,4.0,4.526839949022405,0.6560211181640625,0.081695556640625,109,81.69,Poor
Henan,Luoyang,Luoyang_Station_3,33.966347,102.258742,2023-09-05,15.97,6.77,7.65,346.59,2.77,1.58,0.019769781768225064,0.47068456510622536,0.0973595382572452,2.61,16.5,4.16,2.473887047588026,0.841064453125,0.13791656494140625,105,33.03,Moderate
Guangdong,Guangzhou,Guangzhou_Station_7,35.212437,104.925772,2023-04-01,14.47,7.67,6.91,374.86,1.59,1.8,0.019993266857863436,0.4980719903242248,0.11066597971258373,2.76,13.46,4.59,6.1401767625041215,0.413421630859375,0.043731689453125,87,99.22,Excellent
Shanghai,Shanghai,Shanghai_Station_2,25.603622,119.030047,2023-10-24,22.78,8.03,9.21,547.26,8.22,1.4,0.0197395840626142,0.5046868047677634,0.10928948204486068,3.73,20.41,2.82,0.3181559196973575,0.4942207336425781,0.10546684265136719,103,84.22,Very Poor
Yunnan,Dali,Dali_Station_3,21.407987,109.30648,2023-12-23,14.45,7.86,8.09,475.74,0.06,1.74,0.020327410627027948,0.4753756378831981,0.11399239901317114,2.58,17.75,5.81,6.776140494886271,0.3001708984375,0.13834190368652344,84,42.62,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_3,37.93447,104.164486,2023-08-14,17.78,6.86,11.23,594.66,5.15,1.98,0.021357265079186897,0.5366395280195791,0.09833274615504724,3.55,27.9,5.96,5.511401493169115,0.69830322265625,0.11879158020019531,102,24.87,Poor
Shanghai,Shanghai,Shanghai_Station_6,36.698455,104.863316,2023-10-18,23.27,7.14,10.63,446.12,6.45,2.06,0.020243706950294357,0.5292327585111343,0.10368284507546323,3.12,15.16,3.73,4.675837308230877,0.070953369140625,0.13970184326171875,85,91.51,Moderate
Shandong,Jinan,Jinan_Station_7,24.221005,122.224631,2023-12-13,23.44,7.27,6.59,415.4,1.17,2.31,0.02299635378008626,0.4974110635330602,0.10994614566348251,2.62,19.34,5.75,1.0362818726782623,0.16033935546875,0.11839771270751953,99,38.84,Very Poor
Yunnan,Dali,Dali_Station_9,44.066102,111.795225,2023-08-09,19.01,7.65,9.74,522.74,10.06,1.84,0.02027414995214428,0.5376903127812004,0.1105918847727926,2.68,21.16,5.38,6.386214226525566,0.382080078125,0.051975250244140625,92,91.47,Moderate
