Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Guangdong,Guangzhou,Guangzhou_Station_7,32.851816,102.506321,2023-04-22,14.71,5.91,8.23,579.46,0.23,1.21,0.003000000000010026,0.5200000000000129,0.12200000000015601,3.7,24.43,4.64,7.539999999986881,0.6000000000012016,0.07999999999993325,107,99.66,Good
Sichuan,Mianyang,Mianyang_Station_5,33.896174,102.978511,2023-07-25,22.46,7.23,13.4,492.38,2.0,2.24,0.026000000000054885,0.6799999999999082,0.05499999999960024,2.06,22.58,5.2,5.6999999999971145,0.20000000000105372,0.11000000000012451,95,97.29,Poor
Zhejiang,Hangzhou,Hangzhou_Station_3,31.554731,100.583738,2023-09-14,22.71,6.99,7.32,492.51,1.27,1.6,0.02099999999999695,0.39999999999853897,0.08700000000014355,3.13,25.3,4.29,6.249999999998028,0.5000000000009431,0.11999999999982282,104,48.43,Good
Yunnan,Dali,Dali_Station_8,24.306561,119.251258,2023-06-09,22.07,7.5,9.18,562.3,1.06,1.44,0.02599999999993693,0.849999999999833,0.14100000000027946,3.6,18.11,4.48,6.3999999999905945,0.4399999999994676,0.13000000000022216,84,85.21,Moderate
Hubei,Wuhan,Wuhan_Station_6,34.191927,116.614809,2023-02-11,24.6,7.53,5.71,346.91,15.86,1.95,0.019999999999947286,0.3299999999994946,0.15900000000000902,3.48,25.15,5.51,5.3800000000064205,0.17000000000058568,0.13000000000008405,107,1.27,Excellent
Yunnan,Dali,Dali_Station_1,32.783742,100.922382,2023-12-29,20.52,7.46,8.82,206.38,2.69,2.47,0.01900000000000865,0.4199999999976653,0.11499999999971194,3.67,22.26,3.32,7.429999999989494,0.7800000000016909,0.060000000000193524,100,71.29,Good
Yunnan,Kunming,Kunming_Station_3,21.076319,120.088781,2023-09-01,16.35,7.44,7.1,423.25,3.54,2.41,0.000999999999996417,0.5000000000001108,0.06600000000001527,3.29,8.98,2.34,3.809999999999163,0.6000000000002622,0.11000000000019086,101,12.49,Poor
Jiangsu,Suzhou,Suzhou_Station_7,35.190039,104.560375,2023-04-30,4.53,6.78,7.95,480.37,2.3,2.23,0.02199999999998046,0.44999999999827495,0.06999999999984927,2.13,9.12,3.69,7.98000000000331,0.5099999999994419,0.14999999999985592,102,22.06,Good
Yunnan,Kunming,Kunming_Station_9,26.722599,108.462417,2023-04-09,18.04,6.25,8.08,578.35,1.07,1.64,0.005999999999992213,0.30000000000008104,0.20199999999992957,3.61,9.93,3.81,4.769999999998549,0.4500000000005732,0.06999999999999637,109,61.09,Poor
Shanghai,Shanghai,Shanghai_Station_7,30.034442,121.323315,2023-03-20,17.72,7.37,7.52,592.41,2.56,1.57,0.017999999999980015,0.24000000000081878,0.04400000000044267,2.81,24.32,4.33,3.2699999999976024,0.5100000000010199,0.03000000000011953,94,24.23,Poor
Yunnan,Kunming,Kunming_Station_8,39.854821,116.93474,2023-04-28,29.06,6.53,7.53,378.42,4.99,1.22,0.0069999999999925695,0.5800000000002565,0.1869999999996178,3.85,24.22,4.88,5.929999999989489,0.6500000000022059,0.11999999999975983,105,36.16,Poor
Hubei,Yichang,Yichang_Station_9,32.235195,106.148942,2023-01-13,24.44,7.44,4.9,579.5,12.96,2.71,0.022999999999996815,0.3699999999991107,0.04199999999987511,1.53,29.87,3.16,6.930000000007518,0.3200000000010117,0.11000000000043413,90,42.01,Good
Sichuan,Chengdu,Chengdu_Station_10,35.701701,114.777358,2023-05-02,21.54,7.23,7.81,501.93,10.59,2.37,0.019000000000009586,0.8900000000000972,0.09800000000004551,3.05,19.18,2.77,2.3299999999927903,0.39000000000226237,0.050000000000086434,115,72.44,Very Poor
Yunnan,Kunming,Kunming_Station_10,41.295741,122.421781,2023-07-31,20.85,6.61,8.84,498.41,9.36,2.75,0.01799999999994944,0.5499999999999754,0.03299999999994857,2.89,17.0,4.74,3.140000000004393,0.8300000000023562,0.10000000000001072,100,73.54,Good
Beijing,Beijing,Beijing_Station_2,43.214825,103.959811,2023-12-27,27.7,7.22,6.71,547.06,0.9,1.9,0.015000000000065447,0.5200000000001306,0.09999999999979892,3.83,17.48,3.01,6.290000000010029,0.5099999999992122,0.07000000000027247,96,38.19,Good
Zhejiang,Hangzhou,Hangzhou_Station_8,32.781366,103.670449,2023-04-10,24.25,7.82,7.91,483.44,6.85,2.19,0.00799999999997839,0.6800000000001923,0.06699999999964919,3.31,23.35,2.18,5.419999999995044,0.4000000000009253,0.12000000000026109,94,67.42,Moderate
Hubei,Wuhan,Wuhan_Station_3,23.779558,120.516798,2023-09-22,25.42,7.66,6.24,481.45,12.11,0.71,0.021999999999843572,0.23999999999864197,0.11900000000010781,2.87,14.91,3.26,3.4300000000154434,0.5200000000022365,0.15000000000036073,99,95.15,Excellent
Sichuan,Chengdu,Chengdu_Station_5,24.469796,115.47331,2023-07-15,14.51,7.13,7.67,311.15,5.87,2.11,0.0039999999999078655,0.4000000000005821,0.19400000000001544,3.23,19.86,5.39,1.7100000000028621,0.41999999999997206,0.20999999999982044,87,85.21,Good
Shanghai,Shanghai,Shanghai_Station_7,27.679838,123.243677,2023-05-30,21.94,7.41,10.01,668.59,1.13,2.88,0.013999999999957184,0.42999999999863675,0.10099999999986488,3.35,12.86,0.89,5.430000000003086,0.7300000000013456,0.08000000000030517,96,6.58,Very Poor
Yunnan,Kunming,Kunming_Station_10,20.674951,122.214381,2023-12-02,19.48,6.74,6.22,565.68,5.2,1.45,0.027999999999976648,0.8299999999989294,0.14400000000044325,1.97,17.9,4.24,5.120000000008148,0.1200000000017718,0.04000000000042867,99,55.32,Good
Jiangsu,Suzhou,Suzhou_Station_8,21.717075,124.199586,2023-06-02,16.08,6.82,7.73,499.09,2.57,2.1,0.0059999999998792426,0.4900000000000281,0.01000000000041952,2.17,17.73,3.28,5.769999999984971,0.5000000000013041,0.2100000000007471,99,43.7,Moderate
Guangdong,Guangzhou,Guangzhou_Station_1,24.888487,114.898222,2023-09-12,19.96,5.76,11.85,528.6,6.21,1.37,0.0019999999999553847,0.6299999999990403,0.07166034158253323,3.49,19.41,4.62,5.609999999996297,0.5700000000011529,0.110000000000027,88,57.91,Good
Sichuan,Chengdu,Chengdu_Station_3,23.151221,107.521858,2023-06-05,19.77,7.14,8.22,352.22,5.23,2.57,0.009999999999997988,0.2999999999984727,0.04000000000008182,2.33,11.89,4.23,4.29000000000525,0.6800000000025263,0.07999999999986958,118,98.85,Very Poor
Shanghai,Shanghai,Shanghai_Station_10,34.850539,118.519722,2023-12-21,20.9,7.92,8.81,258.74,1.96,1.61,0.021999999999966005,0.21000000000069974,0.1389999999999479,3.02,18.28,2.31,8.61999999999598,0.32000000000037176,0.11000000000004477,100,6.04,Poor
Henan,Zhengzhou,Zhengzhou_Station_2,20.071655,104.811658,2023-06-20,26.17,7.21,6.45,564.84,9.91,2.22,0.01799999999985877,0.49000000000059907,0.06099999999992848,2.27,22.82,4.61,7.589999999999351,0.5100000000011702,0.09000000000039418,100,99.57,Excellent
Jiangsu,Suzhou,Suzhou_Station_3,27.740843,107.738461,2023-12-07,18.47,7.29,4.14,543.2,7.47,1.9,0.02599999999993097,0.5000000000012293,0.16999999999982648,3.31,19.26,0.88,6.989999999995086,0.26000000000108736,0.1400000000002883,95,67.85,Very Poor
Henan,Luoyang,Luoyang_Station_4,42.831609,115.9956,2023-04-14,17.27,7.39,8.93,504.32,1.92,2.02,0.007999999999991979,0.28000000000007796,0.08199999999922919,3.73,21.83,4.43,6.539999999989196,0.330000000001195,0.019999999999822785,92,52.99,Moderate
Guangdong,Shenzhen,Shenzhen_Station_3,22.924386,103.728434,2023-10-19,24.3,6.67,8.43,511.66,1.17,1.58,0.033999999999935644,0.9099999999992683,0.13000000000022113,3.74,24.37,3.77,3.6699999999942765,0.18000000000106436,0.07999999999999892,89,36.64,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_5,39.003597,108.507265,2023-12-06,16.33,6.99,6.46,554.35,4.63,2.18,0.02000000000003106,0.5899999999992082,0.178000000000343,2.91,20.91,3.14,6.839999999993296,0.640000000000174,0.1099999999997412,94,10.66,Very Poor
Beijing,Beijing,Beijing_Station_7,33.224634,118.016108,2023-10-27,19.31,6.58,10.35,398.2,10.21,2.08,0.03500000000000575,0.5599999999999723,0.07099999999976872,2.65,18.84,3.55,6.910000000000844,0.5800000000008403,0.08000000000014568,115,35.48,Good
Jiangsu,Nanjing,Nanjing_Station_2,39.348117,107.282492,2023-09-17,27.96,7.27,8.28,434.34,15.27,2.2,0.01799999999995444,0.33999999999913744,0.13899999999996437,3.41,23.26,4.83,3.0599999999964034,0.40000000000079405,0.16000000000015735,89,57.54,Excellent
Hubei,Wuhan,Wuhan_Station_3,22.673458,110.808459,2023-12-24,26.85,5.8,6.44,449.04,3.29,2.81,0.025644500811625982,0.5199999999996516,0.1259999999996751,2.51,21.39,3.78,6.9799999999962665,1.200000000000707,0.12000000000004195,90,90.3,Good
Beijing,Beijing,Beijing_Station_3,42.828328,112.929759,2023-03-25,15.54,7.47,10.96,593.8,1.94,2.1,0.033000000000021124,0.5700000000000031,0.12499999999985068,2.85,19.03,4.96,4.709999999999871,0.7400000000006293,0.09000000000015158,95,89.56,Good
Jiangsu,Nanjing,Nanjing_Station_5,37.584436,123.224487,2023-07-28,26.94,6.82,11.02,543.41,0.47,2.47,0.019999999999963224,0.4000000000016712,0.00900000000014517,3.27,16.14,3.48,2.8599999999869006,0.45000000000169443,0.20000000000014745,86,23.03,Poor
Shanghai,Shanghai,Shanghai_Station_5,25.15413,111.313261,2023-11-13,17.77,6.96,7.19,418.33,2.09,2.14,0.023999999999936954,0.519999999999473,0.11800000000002792,2.62,14.26,2.85,2.599999999992286,0.5700000000001565,0.20000000000017962,97,2.21,Moderate
Hubei,Wuhan,Wuhan_Station_5,25.597672,123.09343,2023-12-31,18.48,6.89,7.37,523.17,6.44,1.66,0.017999999999987464,0.5700000000003422,0.16400000000028253,3.19,18.74,4.83,6.999999999997774,0.44000000000058814,0.09000000000035095,112,19.57,Poor
Henan,Zhengzhou,Zhengzhou_Station_5,31.434436,103.062163,2023-01-31,24.44,7.02,4.41,674.71,6.81,1.65,0.03900000000002646,0.8099999999986944,0.12299999999981229,2.14,16.97,2.91,8.619999999996862,0.19000000000167983,0.19000000000041295,88,69.09,Poor
Beijing,Beijing,Beijing_Station_6,30.298438,110.598257,2023-11-20,19.84,7.72,7.4,382.16,7.72,2.84,0.013000000000008186,0.1799999999994874,0.10199999999964239,2.27,20.62,4.01,3.479999999995319,0.8800000000006367,0.10000000000006433,107,40.96,Poor
Shandong,Qingdao,Qingdao_Station_6,23.724517,119.831871,2023-06-28,25.5,7.94,11.67,352.09,14.71,1.93,0.017000000000013192,0.6700000000002276,0.028000000000186986,3.24,25.16,4.74,4.8599999999946535,0.5000000000021801,0.15999999999999986,106,58.79,Poor
Sichuan,Chengdu,Chengdu_Station_3,43.99048,115.619914,2023-12-13,17.75,6.0,7.56,435.54,5.95,3.06,0.030999999999973594,0.620000000000414,0.05300000000028948,2.91,18.21,2.77,7.19000000000672,0.4200000000015436,0.08999999999996126,82,17.8,Good
Guangdong,Guangzhou,Guangzhou_Station_6,44.115558,105.158787,2023-06-12,16.45,7.55,7.02,546.0,3.4,2.54,0.03300000000000049,0.6400000000006313,0.10899999999950351,2.98,12.19,2.65,6.500000000000536,0.4600000000005597,0.029999999999663157,103,30.07,Poor
Guangdong,Guangzhou,Guangzhou_Station_10,44.687982,111.41759,2023-12-25,22.8,7.07,10.17,567.13,2.28,1.83,0.0030000000000273974,0.4599999999990153,0.16799999999974685,2.83,14.77,4.63,5.520000000000359,0.5000000000014682,0.12000000000006004,92,22.29,Good
Jiangsu,Suzhou,Suzhou_Station_2,25.595449,110.005698,2023-07-31,20.66,6.72,10.76,618.81,2.33,2.08,0.03399999999996314,0.5299999999981382,0.0909999999997616,2.86,7.75,4.93,3.5899999999917407,0.6900000000010853,0.1800000000002536,90,4.73,Poor
Beijing,Beijing,Beijing_Station_5,39.989808,105.200396,2023-02-20,16.36,6.39,7.14,606.87,7.02,2.72,0.016999999999965563,0.5699999999977382,0.1490000000002353,3.26,25.35,2.54,4.189999999997328,0.5100000000021,0.05999999999957297,95,76.9,Moderate
Shandong,Jinan,Jinan_Station_8,33.109353,102.397033,2023-07-02,17.46,7.42,9.82,433.12,13.88,2.25,0.03299999999999323,0.530000000000285,0.01899999999989581,3.34,17.04,5.12,4.240000000007166,0.7300000000007413,0.07999999999989973,95,61.55,Moderate
Jiangsu,Suzhou,Suzhou_Station_4,23.975912,112.83458,2023-11-07,21.46,8.37,8.13,506.18,3.69,2.12,0.010999999999911504,0.4000000000006655,0.1430958839892775,2.53,11.55,4.35,7.4199999999979935,0.31000000000170885,0.050000000000221465,95,2.73,Poor
Henan,Zhengzhou,Zhengzhou_Station_4,26.91512,119.054555,2023-08-10,21.37,6.91,5.51,563.7,1.24,1.75,0.003999999999985557,0.600000000000595,0.13000000000030476,3.04,26.8,3.74,6.239999999998316,0.6000000000005067,0.060000000000266236,101,8.12,Excellent
Shandong,Jinan,Jinan_Station_10,41.226242,119.640056,2023-03-27,17.58,7.4,7.34,511.05,4.7,1.57,0.03400000000000411,0.5400000000007834,0.025999999999684928,2.75,24.7,3.15,3.089999999996503,0.4700000000008634,0.12000000000021284,106,98.49,Moderate
Yunnan,Dali,Dali_Station_6,27.034203,101.365709,2023-08-04,20.09,8.24,9.65,475.65,1.4,1.67,0.015999999999970656,0.609999999999007,0.17199999999984755,2.34,22.57,5.22,6.389999999997008,0.7300000000014195,0.06999999999911713,95,3.37,Very Poor
Shanghai,Shanghai,Shanghai_Station_5,31.973678,107.237551,2023-05-14,22.37,7.03,6.59,490.58,10.33,1.01,0.03199999999997154,0.13999999999990292,0.11300000000017683,2.35,15.76,4.68,5.319999999990081,0.4700000000012189,0.15999999999982498,111,25.23,Excellent
Shandong,Jinan,Jinan_Station_2,38.457299,112.833687,2023-04-01,21.9,6.73,8.04,574.01,0.01,1.57,0.016999999999976676,0.770000000000183,0.07999999999985835,2.03,11.28,6.09,7.899999999998385,0.41000000000051795,0.14000000000004104,111,30.05,Excellent
Jiangsu,Nanjing,Nanjing_Station_5,26.450449,109.923116,2023-04-23,15.3,6.31,5.36,560.09,12.65,2.39,0.020999999999953937,0.4699999999991261,0.08100000000004975,2.5,19.17,5.17,4.4299999999944655,0.7800000000005916,0.1400000000003332,95,70.93,Moderate
Jiangsu,Suzhou,Suzhou_Station_5,36.618449,109.758438,2023-11-17,11.5,6.1,8.29,578.97,6.13,1.29,0.015999999999995743,0.6499999999998576,0.17499999999997437,4.18,20.13,4.62,3.7799999999897675,0.3200000000017008,0.020000000000148482,110,54.79,Good
Hubei,Wuhan,Wuhan_Station_3,26.101453,114.547958,2023-05-17,20.33,7.39,6.82,501.93,0.36,1.58,0.014150154671787837,0.569999999999168,0.15400000000013953,2.23,24.16,3.66,5.669999999990957,0.32000000000023365,0.050000000000388,105,67.67,Excellent
Yunnan,Dali,Dali_Station_10,27.613378,105.253466,2023-12-12,24.12,7.01,10.67,614.15,4.9,1.49,0.023999999999973202,0.060000000000596576,0.1430000000000485,3.55,6.64,3.66,3.2100000000066893,0.4300000000011855,0.07000000000008616,114,13.56,Excellent
Shandong,Jinan,Jinan_Station_2,37.41858,106.558239,2023-05-22,15.51,6.86,10.69,472.95,4.41,1.37,0.024999999999998527,0.6900000000013002,0.0779999999998799,3.63,19.7,2.87,2.4599999999937707,0.6600000000012407,0.1300000000000787,83,59.55,Very Poor
Shandong,Jinan,Jinan_Station_6,32.086331,114.295546,2023-03-12,18.24,6.96,4.87,576.56,2.84,1.63,0.01999999999997608,0.25885752919666827,0.07399999999993545,3.46,26.72,3.47,3.8699999999931967,0.36000000000049814,0.07000000000035692,104,40.99,Good
Beijing,Beijing,Beijing_Station_7,42.955486,112.044768,2023-10-30,22.9,6.87,7.99,550.59,1.71,1.76,0.02400000000001351,0.629999999999743,0.1279999999997856,2.18,19.87,2.3,8.47000000000205,0.4300000000005675,0.030000000000030405,105,33.34,Moderate
Jiangsu,Nanjing,Nanjing_Station_1,38.539979,113.414354,2023-06-27,17.23,7.09,10.8,545.6,7.75,2.06,0.027999999999990265,0.3800000000012498,0.09899999999996469,1.98,26.95,3.51,7.789999999993718,0.3700000000006596,0.12000000000009489,87,4.55,Very Poor
Sichuan,Chengdu,Chengdu_Station_8,39.905952,106.271978,2023-06-15,27.15,7.1,10.58,690.18,5.71,1.39,0.006000000000008176,0.72999999999986,0.05000000000005834,3.31,20.67,5.32,6.020000000016607,0.4900000000004972,0.1999999999999893,107,22.47,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_10,25.155318,106.115064,2023-09-07,14.28,6.66,10.0,487.59,2.12,2.49,0.016999999999935952,1.0900000000003311,0.16399999999969805,2.99,25.71,3.42,5.50999999998689,0.43000000000087374,0.0399999999999847,100,97.07,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_3,29.493271,112.531455,2023-02-12,17.76,7.43,11.13,416.98,0.08,2.12,0.016999999999916377,0.23999999999948335,0.17000000000002413,3.46,20.01,2.72,8.31999999998974,0.4300000000009585,0.07000000000018469,99,88.41,Good
Beijing,Beijing,Beijing_Station_4,28.935101,123.537664,2023-07-07,27.99,7.43,7.29,491.68,13.37,2.44,0.024999999999958302,0.2999999999992645,0.11399999999992026,3.18,19.59,4.89,4.279999999998472,0.45000000000059237,0.07000000000027581,96,11.91,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_4,28.214959,121.911721,2023-09-13,22.24,6.8,7.67,464.03,0.05,2.46,0.034999999999982476,0.24000000000112648,0.17400000000003313,3.34,15.53,3.67,5.5699999999889105,0.16999999999961213,0.10000000000022885,89,53.81,Poor
Guangdong,Shenzhen,Shenzhen_Station_7,34.233953,113.519613,2023-10-30,16.57,6.49,7.78,603.17,4.89,1.66,0.017999999999994135,0.8099999999989262,0.01699999999980857,3.38,17.65,3.62,2.9800000000028466,0.45000000000093965,0.049999999999975855,74,40.07,Moderate
Henan,Zhengzhou,Zhengzhou_Station_10,20.973388,122.794611,2023-12-10,33.64,6.32,8.36,322.8,3.56,2.46,0.01499999999989474,0.09999999999914827,0.1269999999999792,2.27,15.96,4.89,5.589999999975054,0.31000000000174033,0.01000000000037378,116,98.14,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_10,28.545935,110.617202,2023-02-24,18.6,7.75,9.87,507.24,4.01,1.79,0.003999999999978569,0.3199999999987214,0.10200000000015014,2.76,21.52,5.28,4.199999999998138,0.7400000000012583,0.08999999999985604,95,20.95,Good
Shandong,Qingdao,Qingdao_Station_4,31.136981,103.574247,2023-07-07,15.97,7.38,8.0,535.2,15.09,0.33,0.02599999999998008,0.10999999999938581,0.0699999999994746,1.8,28.49,4.42,4.350000000001048,0.7800000000015377,0.12999999999986558,124,98.26,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_2,20.894213,105.671988,2023-05-05,15.21,6.71,6.54,257.86,11.29,1.12,0.02499999999996323,0.5100000000003421,0.18500000000000152,3.13,14.09,2.21,7.529999999985858,0.49000000000147076,0.06000000000023775,108,23.54,Poor
Guangdong,Guangzhou,Guangzhou_Station_7,35.965975,123.554206,2023-01-05,15.31,7.18,6.21,527.1,9.25,2.89,0.0159999999999624,0.659999999999534,0.15399999999982472,3.0,14.43,3.32,6.3500000000048775,0.6100000000008708,0.17000000000004867,94,78.24,Moderate
Shanghai,Shanghai,Shanghai_Station_4,26.370538,124.168707,2023-01-13,19.09,7.3,9.79,662.02,3.72,2.16,0.0019999999999422494,0.43000000000117333,0.20900000000026722,2.9,26.63,3.04,4.289999999992169,0.46000000000305097,0.20000000000010593,94,20.96,Moderate
Shandong,Jinan,Jinan_Station_4,24.22909,116.966046,2023-10-08,20.17,7.56,4.98,590.84,17.01,2.33,0.004000000000013364,0.5499999999998645,0.10100000000002385,2.52,23.34,2.29,3.049999999999965,0.7400000000002307,0.060000000000284166,102,87.74,Very Poor
Yunnan,Dali,Dali_Station_4,43.377114,115.739476,2023-05-16,17.18,7.31,4.95,518.03,1.5,1.77,0.02100000000000821,0.5599999999994179,0.08192396602253638,3.51,19.55,2.88,6.899999999994932,0.08000000000104107,0.020000000000023832,125,8.96,Very Poor
Sichuan,Mianyang,Mianyang_Station_8,34.619345,108.404949,2023-03-16,20.16,7.54,9.52,692.12,0.36,1.91,0.020000000000009285,0.5999999999994202,0.09000000000018937,3.18,19.21,3.18,2.789999999993665,0.7600000000009577,0.1300000000001229,100,4.02,Very Poor
Hubei,Yichang,Yichang_Station_6,29.550117,101.407348,2023-07-02,18.8,7.47,8.99,595.59,0.97,1.92,0.02200000000000072,0.6400000000009752,0.07099999999967371,2.89,18.45,5.29,5.029999999987743,0.5300000000021167,0.04000000000043772,106,93.56,Very Poor
Shanghai,Shanghai,Shanghai_Station_7,26.196399,104.267638,2023-09-05,23.13,7.58,6.07,483.49,6.18,2.0,0.01599999999997188,0.8099999999994618,0.1469999999996987,3.23,28.58,2.96,6.549999999997792,0.6100000000012153,0.08999999999945597,114,3.83,Excellent
Beijing,Beijing,Beijing_Station_7,43.057166,120.637998,2023-03-08,25.92,7.91,10.79,586.02,0.1,1.86,0.011999999999989358,0.7200000000000324,0.12500000000009406,3.36,22.85,5.21,6.7100000000072235,0.39000000000230617,0.07000000000031001,104,97.06,Very Poor
Jiangsu,Suzhou,Suzhou_Station_3,41.617933,103.856836,2023-01-29,21.55,7.07,5.75,375.74,9.65,2.4,0.019999999999962246,0.7500000000007915,0.053000000000047585,4.16,18.44,4.52,5.010000000002362,0.28000000000119707,0.1399999999999606,116,37.16,Excellent
Yunnan,Dali,Dali_Station_6,21.461451,116.995658,2023-09-06,15.04,6.56,8.79,447.38,12.21,2.98,0.025999999999916115,0.8800000000012811,0.09700000000013134,2.98,17.47,4.3,4.350000000000301,0.4100000000010422,2.6836866062751596e-13,98,48.11,Poor
Zhejiang,Hangzhou,Hangzhou_Station_6,32.386357,119.064539,2023-04-17,21.13,6.32,5.61,667.3,8.73,2.46,0.004999999999920493,0.35000000000014386,0.11900000000010152,2.92,22.28,4.21,8.660000000002816,0.6100000000002801,0.0799999999999949,110,58.86,Good
Shanghai,Shanghai,Shanghai_Station_9,31.555273,113.23543,2023-05-30,24.3,6.45,9.71,452.5,1.23,2.02,0.0059999999999341466,0.63000000000012,0.06399999999999917,3.4,14.99,4.24,5.0799999999939685,0.38000000000111644,0.17000000000014584,91,46.64,Poor
Shanghai,Shanghai,Shanghai_Station_2,37.869146,106.486718,2023-03-03,27.28,8.08,8.12,555.06,9.36,1.68,0.0010000000000177402,0.13999999999979784,0.08800000000010018,3.69,11.64,5.85,7.169999999995415,0.230000000000685,0.05000000000016015,103,25.3,Good
Shanghai,Shanghai,Shanghai_Station_5,34.021557,109.854622,2023-09-30,23.74,6.39,7.8,431.41,12.22,1.67,0.02999999999995357,0.4600000000000069,0.12799999999952186,2.95,25.43,5.23,7.399999999999599,0.3900000000003864,0.07000000000016257,99,1.0,Poor
Jiangsu,Nanjing,Nanjing_Station_4,31.673766,101.799037,2023-01-07,31.16,6.82,7.24,515.98,2.71,1.66,0.020999999999941617,0.5800000000002372,0.05699999999968074,2.38,20.4,4.86,5.150000000005341,0.45000000000112017,0.03999999999993109,110,62.57,Excellent
Sichuan,Mianyang,Mianyang_Station_5,36.601068,111.298747,2023-12-19,12.78,6.76,10.88,506.89,8.93,1.78,0.02900000000001267,0.3800000000003748,0.131999999999956,2.98,18.58,5.34,6.969999999998167,0.28000000000089076,0.12000000000000108,83,57.48,Poor
Sichuan,Mianyang,Mianyang_Station_5,25.806846,113.332768,2023-05-07,28.07,7.45,10.72,447.17,18.32,2.47,0.009999999999941675,0.5399999999999388,0.12400000000019681,2.46,23.53,6.43,7.729999999993452,0.5300000000012238,0.0900000000004173,87,32.47,Good
Guangdong,Shenzhen,Shenzhen_Station_4,20.664472,102.333037,2023-11-14,12.64,6.89,8.49,603.88,14.46,1.49,0.02200000000000098,0.3599999999995133,0.18299999999980676,2.58,17.65,2.99,2.799999999998123,0.5100000000016406,0.04000000000004904,119,36.05,Good
Shandong,Qingdao,Qingdao_Station_1,28.636621,124.762246,2023-08-02,32.99,6.44,6.96,551.7,10.27,2.41,0.028999999999919722,0.7100000000008534,0.11299999999985944,2.31,22.03,4.27,3.900000000004443,0.3400000000006674,0.13000000000015574,102,80.99,Poor
Jiangsu,Suzhou,Suzhou_Station_8,27.538081,124.432912,2023-02-04,15.57,7.13,10.1,417.08,9.52,1.43,0.027999999999938754,0.48999999999896815,0.13000000000028727,2.58,29.83,4.25,4.159999999996992,0.6299999999994546,0.14000000000025814,90,1.07,Good
Sichuan,Mianyang,Mianyang_Station_5,30.588758,110.993136,2023-07-04,15.82,6.19,7.27,612.3,0.06,1.99,0.02193146828743645,0.4100000000004622,0.07599999999979129,3.23,17.38,2.38,5.489999999991717,0.4500000000011147,0.06000000000004743,93,97.92,Very Poor
Hubei,Yichang,Yichang_Station_2,29.835007,111.578217,2023-11-03,18.46,6.54,11.15,416.2,0.46,1.94,0.05199999999996047,0.6000000000008432,0.04300000000003468,3.88,25.21,4.04,4.12999999999185,0.23000000000122645,0.11999999999991999,91,71.17,Good
Shandong,Qingdao,Qingdao_Station_3,43.780386,107.357129,2023-03-19,25.44,7.17,9.04,474.33,6.81,1.59,0.01800000000004911,0.2799999999991106,0.03899999999955202,3.26,17.38,3.08,2.579999999999139,0.20000000000202728,0.0,97,81.45,Moderate
Guangdong,Shenzhen,Shenzhen_Station_9,29.25058,104.432816,2023-10-15,22.51,7.27,8.11,492.52,0.64,2.11,0.03300000000000467,0.8099999999997369,0.1749999999995106,2.6,23.79,4.51,3.6999999999960984,0.3200000000008968,0.08000000000017718,94,96.52,Good
Shanghai,Shanghai,Shanghai_Station_6,23.695913,101.633157,2023-12-24,21.47,7.94,9.83,502.7,2.59,1.63,0.01299999999991806,0.4999999999986309,0.20599999999974727,3.64,25.49,2.63,5.2899999999861755,0.6600000000012626,0.19999999999988877,102,63.98,Good
Shanghai,Shanghai,Shanghai_Station_8,36.041922,122.587314,2023-01-26,21.03,7.6,9.19,399.79,13.88,1.66,0.01199999999995627,0.5900000000005231,0.06600000000000145,2.67,19.3,4.16,7.080000000008264,0.2600000000010053,0.04000000000034256,94,33.7,Moderate
Henan,Zhengzhou,Zhengzhou_Station_1,29.911768,101.263744,2023-04-27,27.55,7.13,5.6,601.71,3.76,2.05,0.011999999999982802,0.25999999999955214,0.12900000000010758,3.38,26.43,3.72,5.339999999991945,0.8300000000017873,0.20000000000006568,97,0.44,Very Poor
Shandong,Qingdao,Qingdao_Station_7,34.636623,111.051225,2023-06-17,12.49,7.05,8.67,532.66,8.94,2.19,0.009999999999926927,0.5499999999999555,0.18799999999952377,2.77,21.3,2.16,5.509999999998825,0.5399999999999537,0.10999999999988125,95,32.52,Moderate
Jiangsu,Suzhou,Suzhou_Station_7,34.80493,118.140112,2023-03-20,24.56,7.45,8.24,396.0,7.82,1.96,0.006000000000011992,0.28000000000073094,0.11800000000000802,2.64,24.98,4.29,2.149999999999366,0.6500000000010683,0.09000000000022128,114,35.93,Poor
