Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Yunnan,Dali,Dali_Station_4,43.802358,113.328062,2023-05-04,18.06,7.38,11.65,541.74,47.48,1.05,0.019971227243195666,0.5018572010348727,0.09993259650367534,2.86,28.61,4.99,4.939075244394646,0.4903966894202929,0.10002304761960179,99,67.8,Moderate
Hubei,Yichang,Yichang_Station_5,42.267788,104.545217,2023-04-29,18.17,6.96,6.23,514.31,8.99,1.87,0.021802941578242113,0.5072741210514922,0.10765631282240477,2.5,15.82,3.52,5.197964128424057,0.4852947110900898,0.10230517479570822,92,25.19,Excellent
Sichuan,Chengdu,Chengdu_Station_7,22.257936,115.204548,2023-08-19,21.04,6.98,6.69,364.45,1.79,1.99,0.019474912321298853,0.5000663073897648,0.10490017925245942,3.09,26.6,4.09,4.795457193609402,0.4888633094367629,0.1013387011447563,105,81.93,Poor
Hubei,Yichang,Yichang_Station_7,32.974873,100.243842,2023-05-20,23.75,6.16,7.5,558.37,8.57,2.39,0.019111568252963614,0.5047032927325324,0.10134474260995183,3.16,29.84,3.77,4.726688728910927,0.5106914110303283,0.09794749756906063,106,49.6,Very Poor
Jiangsu,Nanjing,Nanjing_Station_3,35.547622,112.757522,2023-02-26,16.59,6.82,7.21,492.38,1.19,1.04,0.019811137964482937,0.5057249708993325,0.10393135353303687,2.6,20.47,3.31,5.10599962555999,0.5112615072435776,0.10125599160582643,82,7.13,Poor
Guangdong,Guangzhou,Guangzhou_Station_2,39.603575,124.194275,2023-08-01,28.92,6.92,5.34,449.88,7.12,2.06,0.020028937908036653,0.504105283329786,0.0999144036631393,2.61,26.07,2.09,5.233301726438158,0.5078479524598946,0.10304695409667408,105,77.92,Moderate
Hubei,Wuhan,Wuhan_Station_4,23.755059,121.390792,2023-10-15,17.3,7.09,10.57,482.98,1.88,2.39,0.02106168543564092,0.4843836640542856,0.10540974394860174,2.72,18.28,4.45,4.853135166530834,0.49029062512190824,0.10382092531227793,103,25.05,Good
Zhejiang,Hangzhou,Hangzhou_Station_9,37.437711,109.184201,2023-07-19,16.12,6.88,8.62,478.73,19.48,2.33,0.020638455484044492,0.495152538165529,0.1035919282894768,2.44,24.15,5.62,5.134167980184231,0.5095501631158238,0.10173148469058835,95,95.93,Excellent
Yunnan,Dali,Dali_Station_1,25.180368,108.657053,2023-11-04,19.02,7.7,9.1,447.0,0.86,1.72,0.02048076645326298,0.5153007850483463,0.10583850021185987,3.26,11.67,1.84,4.969690031920605,0.512276105213741,0.10329521394664498,78,71.54,Moderate
Beijing,Beijing,Beijing_Station_8,39.04803,122.473115,2023-02-14,27.39,6.48,8.63,515.52,0.34,2.15,0.019791634211802748,0.5016509455113024,0.09994390380793157,2.53,14.73,2.38,5.128705070830648,0.5126214780477419,0.10077881366616959,94,12.77,Very Poor
Shanghai,Shanghai,Shanghai_Station_4,26.895322,119.630546,2023-11-10,21.47,7.68,7.98,593.62,14.19,2.09,0.02100615506881509,0.4956168820035057,0.1058515500684733,2.78,19.34,5.59,4.993022822039099,0.4989329536993974,0.10334827799895197,98,66.21,Moderate
Guangdong,Guangzhou,Guangzhou_Station_4,32.129597,104.539887,2023-03-28,16.21,6.51,7.72,617.02,0.12,1.57,0.02090789504796827,0.5034680057139737,0.10103674964940502,3.21,11.98,2.71,4.952238351322739,0.5133571801602377,0.10051788942918805,101,90.76,Good
Yunnan,Dali,Dali_Station_5,38.028599,120.749304,2023-06-28,20.02,6.74,6.1,444.72,6.93,2.32,0.019628831384632773,0.5014819122547073,0.10063929778655978,3.59,20.0,2.41,5.073030267963488,0.516485437897227,0.09932498296562375,114,7.15,Moderate
Shanghai,Shanghai,Shanghai_Station_9,31.663198,105.297829,2023-05-10,14.4,6.63,6.28,427.55,1.09,1.82,0.021001666650323346,0.5054900137938266,0.10129211363118659,2.23,17.03,5.25,4.975164854158305,0.5131391624843301,0.10109079191234405,118,42.39,Poor
Jiangsu,Nanjing,Nanjing_Station_5,24.566725,107.97873,2023-03-04,20.04,7.0,5.76,354.88,0.2,2.37,0.020540891938007448,0.5146135978356399,0.10579856847994108,2.96,18.38,3.46,5.0036109002221405,0.5152803267120949,0.10240525555476754,93,14.21,Moderate
Zhejiang,Ningbo,Ningbo_Station_10,23.651886,115.663063,2023-10-18,21.59,6.17,9.52,388.78,3.38,1.83,0.019922694016951993,0.503311976289005,0.10563753565029083,3.3,23.52,6.93,4.826663457445211,0.48830786226524137,0.10276775178584086,109,26.53,Moderate
Beijing,Beijing,Beijing_Station_9,43.457527,119.808776,2023-11-26,14.18,7.7,6.35,796.95,2.4,2.31,0.020725567257534806,0.50678138646191,0.0982828758803293,2.95,25.78,3.63,4.959046607045207,0.49373244015994877,0.09984169449111335,104,33.14,Excellent
Beijing,Beijing,Beijing_Station_4,29.495323,113.550579,2023-09-06,21.09,7.83,4.94,655.72,16.74,2.34,0.02064341205637057,0.5153512142355768,0.10594904969087636,3.49,24.31,3.85,5.001077461065872,0.49923978583107204,0.10387442491692389,96,33.51,Very Poor
Beijing,Beijing,Beijing_Station_6,40.611813,101.795499,2023-11-23,21.1,6.28,11.86,489.72,0.59,2.67,0.020979871796091894,0.5104042217055194,0.10809311588998456,2.57,24.25,3.89,5.126370313967469,0.4908182785527352,0.10209006270342824,98,54.8,Moderate
Sichuan,Mianyang,Mianyang_Station_5,21.369781,106.97522,2023-08-27,25.99,6.77,4.41,638.56,0.58,1.82,0.020658589463544066,0.506900210506049,0.10576326090646057,3.11,14.25,4.77,5.166300448880671,0.5193611334742365,0.09849751578094723,108,76.18,Excellent
Jiangsu,Nanjing,Nanjing_Station_3,38.644476,104.023185,2023-01-07,18.0,6.97,6.2,466.7,0.65,1.93,0.021105365484717267,0.4956075199689968,0.10473210513171188,2.95,19.09,4.49,5.092180729034535,0.5011346199951497,0.10121293357578298,82,6.98,Excellent
Sichuan,Mianyang,Mianyang_Station_6,25.719069,115.805136,2023-08-05,12.07,7.18,9.3,549.35,4.24,2.17,0.020542876081114703,0.5075983877888227,0.10639352648039722,3.83,24.14,4.94,4.894343477763633,0.49080330071958866,0.10380448964291789,97,85.27,Excellent
Guangdong,Shenzhen,Shenzhen_Station_4,38.505052,101.651437,2023-03-07,17.97,7.06,7.29,503.08,7.54,1.83,0.020057470136310058,0.502372686565339,0.10556480181580712,2.65,14.17,2.72,5.009503721431125,0.49941414445759214,0.10096201276788341,105,37.7,Moderate
Henan,Zhengzhou,Zhengzhou_Station_9,32.204482,119.044174,2023-12-26,36.42,7.39,7.47,586.9,11.96,2.8,0.020282670537896726,0.5033161268010571,0.10423134233725158,3.25,20.8,3.88,5.117798558352866,0.5150026854590577,0.10047050133736002,85,69.71,Moderate
Beijing,Beijing,Beijing_Station_9,35.958999,102.251472,2023-06-27,24.07,6.85,8.1,540.79,4.17,2.35,0.01974778533754076,0.496923130546892,0.10270154666606651,2.97,19.52,4.19,4.924532316118183,0.5076402857199594,0.10001840336967871,97,83.42,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_7,39.885647,107.016749,2023-10-11,21.53,6.99,11.95,420.37,0.26,2.47,0.021704789626578038,0.4938101912263301,0.10474823243602935,4.07,11.74,4.16,5.144929458504377,0.500190376299778,0.10155408954620415,93,68.38,Good
Beijing,Beijing,Beijing_Station_1,37.688527,121.314101,2023-04-28,22.93,6.87,10.32,636.18,4.1,2.91,0.01949525243698193,0.5006643453255462,0.10054456431949363,3.37,23.54,3.27,5.097359653369165,0.5175921588054199,0.09972431176347829,85,42.8,Moderate
Hubei,Yichang,Yichang_Station_6,24.367257,109.807743,2023-11-28,25.7,6.32,8.8,431.92,19.71,2.18,0.020118668951145963,0.5127754418426067,0.10643890846628669,2.69,20.12,3.66,4.932278136727853,0.5094338167751414,0.10345855649414726,102,93.21,Poor
Zhejiang,Ningbo,Ningbo_Station_8,25.32442,102.638768,2023-01-20,28.41,6.83,13.01,502.45,1.8,2.1,0.021272285271092446,0.5198030506423278,0.10233610506866808,3.6,25.48,3.87,5.08066082125358,0.51643095840925,0.09762441829483359,92,99.62,Poor
Shandong,Jinan,Jinan_Station_9,42.786332,112.140768,2023-02-03,18.06,7.11,10.86,469.69,12.85,1.38,0.020654011806863864,0.49918713552999666,0.10150845315772085,2.44,12.29,4.27,4.993050763836985,0.4941958768670653,0.10038183214927066,89,53.2,Good
Zhejiang,Hangzhou,Hangzhou_Station_7,33.300445,112.790133,2023-02-12,22.3,6.45,9.88,432.88,8.25,1.34,0.01993904995995382,0.5107594198429768,0.10450214135966988,3.26,17.43,3.52,5.091673063548496,0.5078823747374732,0.10213178070455564,116,65.61,Excellent
Yunnan,Kunming,Kunming_Station_4,32.638728,103.332894,2023-11-13,29.07,6.41,4.85,387.99,5.03,1.18,0.020630459476059765,0.5017270822028754,0.1008647324459668,3.91,14.03,3.27,4.9023399376862296,0.5131191913792487,0.09968319959909433,107,59.45,Moderate
Henan,Zhengzhou,Zhengzhou_Station_7,32.7572,121.876609,2023-05-15,19.05,7.15,8.65,515.46,1.03,2.66,0.019335812193742676,0.493031594021007,0.1022942919108347,2.97,20.92,4.59,5.143847031028349,0.5235913159555532,0.10192133791123859,108,52.23,Moderate
Shandong,Qingdao,Qingdao_Station_9,39.980221,118.888705,2023-12-30,14.87,7.09,8.27,477.73,0.05,2.01,0.020238485456899283,0.5023738441656638,0.10028101083647831,2.79,25.08,4.64,4.982230087235042,0.5099199608268756,0.09879012259845621,97,25.44,Poor
Henan,Luoyang,Luoyang_Station_6,36.718292,106.882162,2023-06-30,16.74,6.95,10.96,550.88,2.67,1.59,0.020725378850303948,0.4933125935598293,0.1031478404833501,4.39,11.33,4.64,5.114215423757732,0.5093646958635029,0.1016497662267466,91,67.23,Moderate
Zhejiang,Ningbo,Ningbo_Station_8,44.381478,103.426142,2023-01-01,15.84,6.46,5.73,540.52,2.66,0.57,0.020701709302903465,0.5257183884594615,0.11060723381282335,2.84,26.87,5.03,5.2907177125701885,0.4736601046450801,0.10405253318039809,90,90.03,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_2,29.174727,117.573317,2023-01-18,25.67,6.34,9.93,572.1,4.15,2.21,0.021047487758118773,0.5064064132169276,0.10600847741388955,3.65,14.06,3.14,5.046002082955393,0.5019866985115694,0.10236944012423266,105,59.87,Good
Shandong,Jinan,Jinan_Station_10,23.269456,110.781141,2023-08-18,30.59,6.39,10.05,400.52,8.2,1.56,0.01978989485752304,0.508728646234763,0.10658302143754994,3.52,25.78,2.46,4.897816382188803,0.5069022579899508,0.10279993466504467,106,93.78,Excellent
Henan,Zhengzhou,Zhengzhou_Station_5,26.07643,109.101333,2023-10-09,21.32,7.12,7.63,583.24,9.38,1.59,0.02052879743967991,0.5163312201231476,0.10563014194489657,2.83,21.7,2.99,4.953528241801875,0.5094578230858184,0.10397871595623209,89,23.76,Poor
Yunnan,Kunming,Kunming_Station_3,30.526668,114.926633,2023-07-17,24.07,6.05,6.34,354.02,8.45,1.6,0.020702055533622723,0.5135404144145868,0.10584819551943479,2.01,14.28,4.28,5.044693343798747,0.5018573328916126,0.10263667875812033,94,16.57,Very Poor
Jiangsu,Nanjing,Nanjing_Station_8,29.883212,104.03323,2023-11-19,11.94,6.54,7.7,411.33,2.06,1.81,0.02146421269838546,0.5108372513858846,0.10118168617732064,3.4,27.56,2.49,4.930396594327419,0.5148211345979123,0.09984593580660839,96,11.65,Good
Guangdong,Shenzhen,Shenzhen_Station_5,43.735943,110.907537,2023-09-27,19.2,7.51,7.64,734.41,10.3,1.43,0.02016295227366766,0.5016158307816946,0.1021381113414634,3.27,22.28,6.15,5.016946627195432,0.4877384294948791,0.10081541371402158,105,96.13,Very Poor
Beijing,Beijing,Beijing_Station_2,40.871572,116.356498,2023-12-02,23.51,7.67,6.21,451.44,2.63,2.59,0.02054852969677526,0.5011591336587929,0.10042481738566922,3.79,18.5,6.05,4.948193362831617,0.5057656920576233,0.09905110487013369,79,9.14,Moderate
Hubei,Yichang,Yichang_Station_9,24.541698,101.370956,2023-06-05,18.13,6.46,7.69,541.73,5.1,2.67,0.020830976442798205,0.5217440447520343,0.10170482466444598,3.46,20.11,4.05,5.1250138632372035,0.512246409497759,0.0964823860097812,90,74.45,Good
Jiangsu,Nanjing,Nanjing_Station_8,44.812847,101.584519,2023-08-01,23.49,7.23,8.01,436.38,6.0,3.0,0.020388985641358826,0.5402303986533954,0.11360769006770212,2.88,21.26,2.66,5.366499632949143,0.47170135680400505,0.10570127845415023,98,5.28,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_1,32.514049,113.605553,2023-03-15,22.26,6.43,10.47,563.71,2.58,2.47,0.020143841990566284,0.5126310221391482,0.10494597357634364,1.93,21.61,2.43,5.079423294384118,0.5062577749012658,0.1021456958373379,95,32.39,Good
Sichuan,Mianyang,Mianyang_Station_4,40.698082,121.817195,2023-09-23,26.35,7.16,9.74,483.38,3.3,1.85,0.02039107968984471,0.5040633131000944,0.0996930732092465,2.65,17.76,3.75,5.078488153904806,0.5059517582452091,0.10035778688783181,100,7.61,Good
Henan,Luoyang,Luoyang_Station_6,44.06104,113.982743,2023-05-17,25.27,6.75,5.34,594.11,9.33,1.51,0.01978766131430948,0.502760109115254,0.09925485450279112,2.97,18.65,6.8,4.918632330948491,0.4896831454138194,0.09985470804279606,88,90.08,Poor
Beijing,Beijing,Beijing_Station_10,26.364496,102.524099,2023-08-03,15.47,7.65,4.6,578.43,35.35,2.32,0.02144986216321531,0.5190835065275445,0.10193211526625132,2.93,19.75,4.68,5.0148068248835775,0.5161589594875347,0.09774419304535553,114,24.38,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_2,20.356626,104.337006,2023-10-17,23.25,6.15,6.83,804.07,6.32,2.53,0.021016150819883738,0.5098741162067487,0.10372805134870833,3.63,25.62,6.08,5.3792784435432806,0.5147240394720638,0.09609730395918947,99,32.84,Moderate
Beijing,Beijing,Beijing_Station_3,30.716665,116.574072,2023-06-30,24.28,6.99,6.27,423.17,1.77,1.07,0.020814868595714492,0.5102942032204708,0.10571667356717968,3.39,24.4,6.45,5.069544240254266,0.5046799133762152,0.10174530487775757,117,54.55,Good
Zhejiang,Ningbo,Ningbo_Station_6,37.430021,101.008937,2023-07-30,20.71,7.63,9.83,503.81,7.8,1.95,0.019276829135094153,0.5020266458635095,0.10465638847628878,3.09,18.75,4.49,4.925462630985726,0.5026310261824266,0.10038619658754189,99,63.39,Moderate
Sichuan,Mianyang,Mianyang_Station_9,29.039408,108.016385,2023-07-23,24.49,6.92,10.09,842.89,0.32,2.7,0.020925461481099555,0.5151261997889214,0.10351287795892433,3.39,16.07,5.12,4.990047857250499,0.5096600130588119,0.10341430907211369,107,38.44,Very Poor
Shanghai,Shanghai,Shanghai_Station_10,44.044242,111.858761,2023-08-27,23.53,7.13,4.54,422.32,2.46,1.62,0.01981231849010755,0.502394574131594,0.10107043834421495,2.11,25.73,4.93,4.979778999574344,0.487433529211889,0.10051803801493264,106,14.72,Very Poor
Hubei,Yichang,Yichang_Station_5,26.766231,110.911137,2023-02-01,18.91,6.88,11.71,537.82,8.8,2.16,0.020386301075080195,0.5162689771356349,0.1060266241384856,3.1,17.56,4.61,4.9245740272359395,0.5026262591718075,0.1048863183801827,80,81.74,Good
Jiangsu,Suzhou,Suzhou_Station_9,44.179416,103.181877,2023-01-07,20.68,6.28,7.38,475.87,3.58,2.08,0.02087488319401244,0.5255927695999936,0.11073510577629957,3.03,17.84,4.5,5.289868000506951,0.4745088151102678,0.10402885172089982,105,85.53,Very Poor
Hubei,Yichang,Yichang_Station_2,44.190194,110.030282,2023-06-21,22.74,7.36,10.88,607.56,8.21,1.37,0.019830119733783805,0.5038822423547183,0.10287159256186806,3.01,20.33,3.56,5.043239152906782,0.4839873318787501,0.10116800056267095,98,63.33,Excellent
Henan,Zhengzhou,Zhengzhou_Station_8,29.730508,102.027714,2023-08-29,17.06,7.45,9.29,389.18,5.55,2.03,0.021210773392901453,0.5116327590847627,0.10074592648376203,2.26,18.18,4.03,4.854107861057311,0.5143653188233391,0.09796589660246191,103,42.73,Very Poor
Yunnan,Kunming,Kunming_Station_1,21.736346,115.275479,2023-11-11,20.28,7.22,6.34,424.49,4.73,1.88,0.019373033187450595,0.49822327722320264,0.10447819193881958,2.73,21.01,4.57,4.788184335715576,0.4885120472502299,0.10058385259243963,88,35.58,Good
Yunnan,Kunming,Kunming_Station_6,32.469924,120.727858,2023-05-10,17.2,6.91,8.26,536.25,14.21,0.53,0.01978760778143618,0.49717830624628023,0.10315109430636472,3.26,25.11,4.51,5.134285690695235,0.5203073806308678,0.10104571010255337,118,26.73,Poor
Shandong,Qingdao,Qingdao_Station_4,21.983326,106.78235,2023-09-30,12.46,7.5,7.65,375.37,1.42,2.28,0.02063441483013355,0.5091915742906103,0.10573693942309867,2.95,18.24,2.64,5.150374399300542,0.5197544557163093,0.09910718637701532,83,97.22,Moderate
Henan,Luoyang,Luoyang_Station_9,42.325281,124.058131,2023-01-23,19.88,7.21,7.14,451.34,11.02,2.1,0.021272940659113056,0.5133566394840925,0.10025912488426475,3.5,22.49,4.36,5.248884322061625,0.4932684895123759,0.10341660729966873,99,80.19,Poor
Beijing,Beijing,Beijing_Station_5,41.801715,100.908992,2023-10-31,21.86,7.08,8.91,398.12,1.4,2.57,0.020895890463719768,0.5221000408145012,0.11051330616557048,2.77,23.93,4.58,5.186574589139998,0.48529355066923097,0.10323756168650022,84,31.71,Moderate
Yunnan,Dali,Dali_Station_1,27.701581,114.612216,2023-03-27,30.27,7.23,6.51,541.82,8.38,2.36,0.020747000497810083,0.5131164287990131,0.10652991651435667,2.91,25.39,4.63,4.949875267116632,0.49517031399052724,0.10417006272908691,109,11.59,Poor
Jiangsu,Nanjing,Nanjing_Station_7,43.956961,117.558741,2023-11-30,16.88,6.86,10.05,590.89,1.68,1.86,0.020229736415061456,0.5050153305221513,0.09780083778314358,3.29,25.42,4.19,4.894599583985578,0.4918960715659587,0.09939065458444052,112,83.27,Moderate
Shandong,Jinan,Jinan_Station_8,43.91606,101.363236,2023-12-21,20.31,7.17,14.37,634.44,1.21,1.78,0.020894745987827115,0.5345232262066723,0.11281598769563683,3.03,24.31,4.22,5.318090902562167,0.4756977800352957,0.10491807739792902,83,93.29,Moderate
Hubei,Wuhan,Wuhan_Station_9,24.340372,104.77864,2023-05-12,18.05,7.1,9.39,389.28,11.25,2.82,0.02109288795183525,0.5171629567375066,0.10407038203109352,4.06,24.98,4.72,5.120843378257162,0.5195060036024814,0.09929312279248204,96,91.62,Excellent
Shandong,Qingdao,Qingdao_Station_10,34.013198,119.203378,2023-05-18,30.55,6.69,10.88,535.24,7.91,2.1,0.019836047949337514,0.5036578951809559,0.10322025314423593,3.38,17.89,4.04,5.115336861178734,0.5182046976711161,0.09957485970842705,112,35.25,Moderate
Beijing,Beijing,Beijing_Station_1,31.524378,109.875799,2023-02-02,20.61,6.9,8.86,523.65,6.56,2.27,0.020299180584962873,0.5113791240772726,0.10366307801494887,3.14,23.65,3.24,5.048810385643152,0.5070093732727432,0.10349515348490623,93,52.74,Excellent
Sichuan,Mianyang,Mianyang_Station_2,20.608291,123.100006,2023-09-13,22.27,6.75,13.38,443.06,0.8,1.56,0.021505306416066832,0.4745342855740117,0.10490026472541726,3.28,13.42,4.08,4.687678315643213,0.48321554616915174,0.10305405536518719,107,95.86,Excellent
Shandong,Qingdao,Qingdao_Station_6,35.688559,124.082574,2023-07-07,28.55,7.6,8.88,590.39,6.6,1.68,0.018686924109505242,0.4929084746483838,0.0999388546379567,3.04,19.96,5.3,5.2001007612749355,0.523259660058913,0.10356851708283665,103,29.44,Good
Yunnan,Dali,Dali_Station_7,28.650628,114.135662,2023-06-19,30.53,7.38,9.58,516.96,11.43,2.01,0.020742716853164526,0.5145668938374844,0.1063029875469186,2.72,28.3,5.08,4.977943612923722,0.497236723598469,0.10403108957546259,94,21.29,Very Poor
Guangdong,Guangzhou,Guangzhou_Station_2,42.77437,109.804143,2023-12-15,23.0,6.57,6.79,291.29,0.8,1.56,0.02098402193186281,0.49905925885585833,0.10345851325155311,3.16,27.01,3.41,5.06852168063825,0.49105604975736455,0.10111451966790241,101,46.81,Poor
Hubei,Yichang,Yichang_Station_5,27.002509,102.41697,2023-09-16,23.6,7.26,6.79,542.77,4.87,2.12,0.021510460980395427,0.5182432875846124,0.10165591951874393,3.16,25.01,3.75,4.977022488002947,0.5158364988743568,0.0977666670263162,87,79.81,Excellent
Hubei,Wuhan,Wuhan_Station_9,33.469466,105.567431,2023-10-12,15.55,7.03,11.63,634.77,6.52,2.38,0.020609617803739683,0.4996667562882638,0.10153158392322871,3.69,17.6,2.07,5.013931003426827,0.5123516454027337,0.1012740385438271,103,78.02,Moderate
Beijing,Beijing,Beijing_Station_3,43.881325,113.949109,2023-09-01,21.81,6.39,4.31,418.09,4.17,2.41,0.01992032372406003,0.5022845355852995,0.09940852952389866,3.42,18.82,3.44,4.922147976695113,0.4905816810012784,0.09984641110887171,98,85.64,Excellent
Guangdong,Shenzhen,Shenzhen_Station_5,42.660226,120.640181,2023-01-15,8.86,7.19,6.93,351.62,3.63,1.73,0.020820144992726813,0.506245889086917,0.09886976882968557,2.37,11.94,3.37,5.00111521137377,0.4972867433728715,0.10002414202704069,92,54.71,Moderate
Jiangsu,Suzhou,Suzhou_Station_3,40.492626,120.919718,2023-12-02,26.71,6.88,8.95,468.34,4.12,2.48,0.020312257276423214,0.5031052424703955,0.09974274933774262,2.8,27.78,3.29,5.035321885101567,0.5076067221032928,0.09964137907784965,103,50.59,Poor
Jiangsu,Nanjing,Nanjing_Station_4,27.681978,107.912091,2023-07-19,28.92,7.04,12.94,496.87,11.4,1.17,0.020951558752536834,0.5167756917120527,0.10418084188121433,3.11,26.86,4.86,4.979818422944163,0.5109504040870801,0.10339595835327797,103,90.51,Good
Zhejiang,Ningbo,Ningbo_Station_10,33.819654,117.256574,2023-02-14,24.54,7.55,6.66,580.4,2.94,1.63,0.020067884594512215,0.5083284031223237,0.10418493663866615,3.13,18.24,4.91,5.100237026693586,0.5136902717926284,0.09976222051728556,97,22.78,Excellent
Henan,Luoyang,Luoyang_Station_3,24.128396,109.497112,2023-08-09,22.61,7.58,5.05,535.2,12.51,2.27,0.020143865533788986,0.5124041404140646,0.10642141912630548,2.43,24.5,3.5,4.9463224620776955,0.5109611519168871,0.10310612294265764,92,75.51,Moderate
Sichuan,Chengdu,Chengdu_Station_10,25.86233,110.915501,2023-12-06,20.03,6.24,10.42,433.37,4.87,2.76,0.020233815915434196,0.515107502001674,0.10631466055846985,2.78,26.84,3.96,4.908393760945182,0.5033141807644026,0.10469871684925691,108,76.34,Poor
Hubei,Yichang,Yichang_Station_6,27.241798,118.878389,2023-02-25,23.49,7.56,7.81,313.1,0.59,1.19,0.021055496220939916,0.499291842860705,0.10600097534479279,3.03,24.14,4.79,4.999833873791858,0.4982917629324769,0.10310870308448816,89,97.58,Poor
Sichuan,Mianyang,Mianyang_Station_5,41.421216,116.192636,2023-11-08,18.99,6.97,7.16,509.0,0.43,0.74,0.020603335160135454,0.5009570251701567,0.10008054617360676,3.03,23.71,4.64,4.935748112965205,0.5035474774499862,0.09911804447585704,85,51.26,Very Poor
Beijing,Beijing,Beijing_Station_9,36.215067,115.249934,2023-08-13,16.17,6.11,6.15,509.39,1.92,2.33,0.01982453675667405,0.5068105079913825,0.10354934169772535,2.48,18.36,4.58,5.074882162637452,0.5132481984523065,0.09980611577786158,103,1.91,Good
Guangdong,Shenzhen,Shenzhen_Station_3,22.211481,123.537256,2023-10-19,16.56,7.55,3.26,446.89,2.1,1.98,0.021377648714242237,0.474638396902064,0.10592426521119473,3.14,14.59,4.32,4.719800905923247,0.4895737362241803,0.10551332343973163,101,93.16,Poor
Hubei,Wuhan,Wuhan_Station_5,27.637807,104.92397,2023-02-24,20.56,6.13,12.88,453.19,3.26,2.19,0.021567202337086724,0.5164379849229348,0.10254483499239814,3.03,30.05,3.1,4.989104486498277,0.5162581842305908,0.10048032107036753,101,94.12,Very Poor
Guangdong,Guangzhou,Guangzhou_Station_7,36.3127,119.782712,2023-03-24,21.44,7.84,7.92,575.67,4.12,1.21,0.019539123447459773,0.5025690279132743,0.10178197664237804,3.86,22.12,6.23,5.086874140163173,0.5190243921369593,0.09903744713572027,115,85.01,Excellent
Shandong,Jinan,Jinan_Station_7,34.560872,100.485455,2023-07-21,19.26,7.24,11.04,510.16,4.13,1.99,0.018782631346351646,0.5018775447887952,0.1021826077364605,3.58,19.9,1.75,4.774274009691921,0.5089707676188543,0.09881695050282935,92,15.4,Very Poor
Hubei,Yichang,Yichang_Station_10,37.877067,111.869118,2023-01-11,20.56,7.02,10.56,654.15,4.03,2.12,0.020348521167904945,0.49928346591174594,0.10345541305733853,3.08,21.18,4.03,5.099911351748015,0.5103863733346077,0.10104397423295497,109,5.69,Moderate
Henan,Zhengzhou,Zhengzhou_Station_4,30.410319,110.839767,2023-02-26,20.65,6.88,3.37,502.06,0.56,1.55,0.020400773230795626,0.5146862937685157,0.10454022548182526,1.99,24.33,2.66,5.0208000104303245,0.5040718759548547,0.10403113642753548,88,70.79,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_4,39.485702,102.863284,2023-11-08,19.51,6.96,8.93,556.8,1.98,1.58,0.02103672046948497,0.501140918162792,0.106054132184532,2.65,19.11,1.44,5.0941214297039705,0.4965375217245709,0.1014051978832824,96,36.89,Poor
Beijing,Beijing,Beijing_Station_8,29.250377,116.690027,2023-11-22,15.7,7.71,11.25,304.91,15.05,2.27,0.021023315481146856,0.5093108501819826,0.10616236474223982,4.08,17.63,6.05,5.033826430403945,0.5004131712767219,0.1025884949224467,100,63.96,Moderate
Yunnan,Kunming,Kunming_Station_6,28.991622,106.282853,2023-02-17,10.0,5.95,10.64,495.29,1.63,0.93,0.021311706763486135,0.5142063758712275,0.10255373697684522,3.2,12.4,3.58,4.982908477910469,0.5132152963940806,0.10198259089759776,117,91.42,Poor
Shanghai,Shanghai,Shanghai_Station_4,29.485842,119.971871,2023-07-11,5.23,6.74,6.27,534.9,3.53,2.73,0.020676103737835867,0.4969215662871697,0.10508348688355415,3.51,25.05,4.18,5.082133445454974,0.510171805029774,0.10242166219273496,83,28.08,Good
Shandong,Jinan,Jinan_Station_10,27.096813,115.737782,2023-12-30,27.77,7.02,6.67,536.01,4.47,2.23,0.020826557073028988,0.5099113774848698,0.106544424028299,3.26,18.63,3.44,4.943734023221919,0.49358997344488753,0.1038275070490342,109,87.47,Very Poor
Yunnan,Kunming,Kunming_Station_1,31.806705,116.080491,2023-05-20,18.42,7.12,10.63,443.04,2.7,2.32,0.02054507658682104,0.5113240256974245,0.105357835424676,2.34,13.71,2.85,5.08279872850174,0.5068782659341571,0.10127825077060904,94,83.86,Good
Shanghai,Shanghai,Shanghai_Station_4,38.531737,121.130613,2023-05-02,20.95,7.05,7.55,478.92,3.9,1.79,0.019714199020795256,0.5014577053814036,0.10034604675704765,4.06,18.63,5.83,5.076205297774831,0.5150348709267728,0.0995725612506424,94,2.31,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_2,28.916182,112.26877,2023-01-27,24.62,7.23,7.17,486.67,21.63,1.7,0.020542901259300785,0.5163028048359112,0.10574334730350307,3.31,11.46,3.03,4.976421286520594,0.499798231279618,0.1045320571194891,103,16.33,Poor
